Var 1	Var 2	Var 3	Var 4	Var 5	Var 6	Var 7	Var 8	Var 9	Var 10	Var 11	Var 12	Var 13	Var 14	Var 15	Var 16	Var 17	Var 18	Var 19	Var 20	Var 21	Var 22	Var 23	Var 24	Var 25	Var 26	Var 27	Var 28	Var 29	Var 30	Var 31	Var 32	Var 33	Var 34	Var 35	Var 36	Var 37	Var 38	Var 39	Var 40	Var 41	Var 42	Var 43	Var 44	Var 45	Var 46	Var 47	Var 48	Var 49	Var 50	Var 51	Var 52	Var 53	Var 54	Var 55	Var 56	Var 57	Var 58	Var 59	Var 60
0.017699115	0.0244320617	0.0450065703	0.0660960533	0.0616282019	0.0489115829	0.0982142857	0.0478500551	0.0367244188	0.0484770485	0.0287820785	0.1113716295	0.1784943141	0.0949778282	0.0598856455	0.075819255	0.0857942182	0.1095064935	0.0766884073	0.0479452055	0.1407040472	0.3574276659	0.4046836919	0.5601885053	0.6571721311	0.7219958145	0.7535455405	0.8512762454	0.9715909091	0.9170128902	0.7651226158	0.7644349584	0.7644649795	0.6192898781	0.4907435819	0.4454637097	0.3931773453	0.4053239056	0.4275774826	0.3956427015	0.1866821077	0.0555555556	0.1025475236	0.1634887915	0.2179414274	0.0946242457	0.0727997102	0.1599281222	0.1150933872	0.0884848485	0.061752988	0.0770328103	0.2987012987	0.1228070175	0.1133786848	0.2282051282	0.1107954545	0	0.1432506887	0.0692840647
0.0796460177	0.1298756965	0.0505913272	0.0606276748	0.0738016739	0	0.0403138528	0.1155457552	0.1550422035	0.1032461032	0.0367219623	0.0895369285	0.2651504246	0.2355367639	0.1844718628	0.1903114187	0.115428453	0.257038961	0.5606985062	0.7568493151	0.773608769	0.8481750332	0.5032319593	0.349759246	0.587397541	0.8100011014	1	0.863421161	0.6246956169	0.4237775647	0.376893733	0.2439901146	0.2457208863	0.257445681	0.2591797075	0.2639112903	0.3983162038	0.4359987522	0.3762386675	0.2619825708	0.1646786335	0.1584859585	0.0667270141	0.0434166452	0.1270969576	0.1180746023	0.1579137993	0.1332734352	0.0676426047	0.263030303	0.187250996	0.1783166904	0.6753246753	0.6257309942	0.1541950113	0.2923076923	0.0653409091	0.2036613272	0.0220385675	0.0877598152
0.0471976401	0.0342906129	0.0131406045	0.0456490728	0.0702510779	0.1193227627	0.1339285714	0.1991179713	0.1383088997	0.1611611612	0.1145611796	0.1434642438	0.2432704765	0.3207177478	0.3205938409	0.2606350499	0.3723966428	0.6292987013	0.712918157	0.8579837329	0.9656408094	0.9843574277	0.9448977429	0.7987911075	0.6755122951	0.4642581782	0.2740834121	0.0564018114	0.393161526	0.1844039629	0.1550953678	0.093349809	0.1302110679	0.226709062	0.2317684361	0.3597782258	0.3314017057	0.1254029323	0.0651486401	0.1058823529	0.0790966995	0.0956043956	0.179878443	0.1055140428	0.0963889679	0.0909215579	0.2176747555	0.2072476789	0.0767289248	0.3224242424	0.1733067729	0.239657632	0.3168831169	0.2280701754	0.20861678	0.0384615385	0.1590909091	0.1258581236	0.1597796143	0.0600461894
0.0553097345	0.0240034291	0.0781865966	0.1024726581	0.2865838194	0.3996237571	0.3676948052	0.2055126792	0.1303124537	0.2548262548	0.2278463065	0.3386576788	0.5598099899	0.2799835001	0.2878924666	0.5255444738	0.3805823231	0.1242597403	0.2661476962	0.3479238014	0.3193507589	0.4313464881	0.620006358	0.4468804426	0.5910860656	0.8557109814	0.8261371993	0.7600864553	0.5009131494	0.4268669436	0.5338419619	0.5584138396	0.353565053	0.3591944886	0.7342743173	0.7742943548	0.3834463153	0.0295310388	0.3492515286	0.6532679739	0.3647944412	0.2754578755	0.2838484417	0.3930687967	0.2753767415	0.2153044432	0.0867439334	0.1611260857	0.0737001514	0.0824242424	0.1862549801	0.0727532097	0.2337662338	0.5380116959	0.1678004535	0.3794871795	0.4403409091	0.114416476	0.5179063361	0.2217090069
0.0803834808	0.1830261466	0.1934954008	0.0929624346	0.1344154197	0.0679924751	0.1347402597	0.0635060639	0.1446764401	0.287001287	0.1915496952	0.2439917937	0.4090974521	0.1800556873	0.0562744508	0.2267453694	0.342762408	0.3567792208	0.5717441616	0.6039169521	0.5574409781	0.4452509968	0.4117834057	0.3536522897	0.6358606557	0.8832470536	0.8926357811	0.4833264718	0.3235592532	0.1850431448	0.1167302452	0.3664345091	0.4056494802	0.3041865395	0.286488698	0.4061491935	0.5630876886	0.3895185609	0.5405861269	0.5338779956	0.3210191083	0.3352869353	0.3040217251	0.2960577171	0.1642024453	0.0992868897	0.1124592539	0.0952380952	0.227158001	0.2024242424	0.077689243	0.1069900143	0.1350649351	0.4795321637	0.4126984127	0.1282051282	0.3153409091	0.4416475973	0.4022038567	0.129330254
0.2087020649	0.261037291	0.2086070959	0.2051830718	0.3925944712	0.5890889546	0.5798160173	0.4361631753	0.2049459499	0.1056771057	0.3100808167	0.4995603751	0.3732546423	0.2632773023	0.3215969505	0.424689599	0.5480261113	0.4342857143	0.4054281506	0.6182577055	0.360455312	0.1809630917	0.3154604217	0.9144554861	0.9355532787	0.4074237251	0.2405714886	0.651399753	0.7999188312	0.3821242143	0.5133514986	0.7366883846	0.5581224404	0.9196608373	0.7814257952	0.7109879032	0.7942269845	0.4178018093	0.2780940333	0.3318082789	0.2836132021	0.347008547	0.0680201733	0.240530791	0.2207847597	0.2239440483	0.2267294459	0.2240191674	0.2281675921	0.0775757576	0.1533864542	0.032810271	0.3844155844	0.1783625731	0.4671201814	0.1846153846	0.4232954545	0.1052631579	0.5482093664	0.1547344111
0.2485250737	0.0471495928	0.0578186597	0.0977175464	0.1699213797	0.2910507928	0.4464285714	0.3276736494	0.2059825263	0.4002574003	0.2890968382	0.2932297773	0.3290629049	0.1327214602	0.3470759354	0.320170975	0.2020516009	0.1899220779	0.210288239	0.3715753425	0.2788785835	0.6105715162	0.5606654657	0.3233275279	0.237807377	0.515254984	0.8051265889	0.6851585014	0.6940949675	0.8572493875	0.5937874659	0.3662098405	0.6587209913	0.8993110758	0.7787664928	0.7532258065	0.5945768642	0.4502443589	0.0928737086	0.6503267974	0.806253619	0.722954823	0.4436829174	0.2322854934	0.3380722206	0.4695556775	0.4170590366	0.2063492063	0.1090358405	0.5684848485	0.4243027888	0.482168331	0.3974025974	0.4210526316	0.2335600907	0.1128205128	0.2613636364	0.0274599542	0.1983471074	0.1408775982
0.1305309735	0.2576082297	0.1192509855	0.1702330005	0.3350240933	0.1900026874	0.1447510823	0.0361631753	0.1424552051	0.1534391534	0.134410889	0.2000293083	0.4802072837	0.4337423946	0.3749623834	0.5698147771	0.6296756813	0.6664935065	0.7009257311	0.5147688356	0.5150716695	0.6280543912	0.7720673943	0.770105522	0.5676229508	0.434078643	0.3886962916	0.2236517085	0.0580357143	0	0.1453950954	0.4593349809	0.5774440827	0.3786963434	0.2323821213	0.5736895161	0.9294773672	0.8345637933	0.3372338183	0.328540305	0.6642733063	0.7719169719	0.350316824	0.1828137078	0.1791299403	0.1766319254	0.1430641072	0.2482779275	0.2624936901	0.2618181818	0.3585657371	0.4607703281	0.3272727273	0.3216374269	0.231292517	0.0512820513	0.1193181818	0.0778032037	0.305785124	0.1593533487
0.1880530973	0.0368624089	0.0427069645	0.0523062292	0.0874968298	0.1760279495	0.2686688312	0.2388092613	0.106471198	0.2012012012	0.1965121225	0.1661781946	0.1694256514	0.1105496545	0.2119570669	0.5283940566	0.6715366283	0.5428571429	0.2734062697	0.2750428082	0.4129426644	0.5473877927	0.5530359224	0.6079295154	0.8086065574	0.9800638837	0.9814056098	0.9141622067	0.7385349026	0.758815383	0.8709536785	0.7804987643	0.6504252861	0.6222575517	0.6153216733	0.5939516129	0.5864858955	0.5052511178	0.2691334598	0.1545751634	0.1902721482	0.2411477411	0.2854002328	0.2290646741	0.1923514359	0.1882885354	0.1356392611	0.1413596885	0.1640585563	0.216969697	0.0448207171	0.1084165478	0.012987013	0.0233918129	0.1405895692	0.0897435897	0.3323863636	0.295194508	0.1900826446	0.1893764434
0.0818584071	0.0612944706	0.2056504599	0.3980028531	0.6335277707	0.6603063693	0.7884199134	0.8941565601	0.7267880942	0.8304018304	0.7859067064	0.7595252052	0.7611918814	0.5198515005	0.4965392717	0.6943822512	0.8230235209	0.7754805195	0.8122238586	0.931827911	1	0.9206625089	0.7710077355	0.5359082061	0.4428278689	0.5508315894	0.5217985082	0.3794771511	0.0748782468	0.1887717056	0.1659945504	0.0205571782	0.2170534495	0.1904610493	0.0108417715	0.1478830645	0.0941395145	0.2145159613	0.2951718322	0.3352941176	0.3116386798	0.0952380952	0.1637139532	0.1779180624	0.1615012795	0.0707624794	0.0132198479	0.0832584606	0.1877839475	0.1466666667	0.1523904382	0.119828816	0.0779220779	0.2573099415	0.2607709751	0.0051282051	0.5056818182	0.2082379863	0.3168044077	0.1316397229
0.3377581121	0.2156022289	0.2641261498	0.2838801712	0.4352016231	0.7976350443	0.8049242424	0.5087100331	0.5560491633	0.5213785214	0.3873528995	0.3917057444	0.3047358572	0.1173558833	0.1555823051	0.2308162019	0.427416848	0.5806753247	0.6574794866	0.7826412671	0.8228288364	0.7764032308	0.8544028823	0.7304579449	0.3977459016	0.1844916841	0.3058094338	0.3606422396	0.4407467532	0.603813785	0.759346049	0.777802741	0.7588995065	0.8116587175	0.5957860284	0.5826612903	0.6597419637	0.7170635333	0.6235504955	0.5663398693	0.4295309786	0.2118437118	0.210138368	0.3255604226	0.2705430765	0.2253154142	0.1093806592	0.0625935909	0.2200908632	0.2121212121	0.1065737052	0.2639087019	0.2935064935	0.1578947368	0.0816326531	0.1282051282	0.1306818182	0.180778032	0.0743801653	0.0484988453
0.4786135693	0.2438919846	0.2716819974	0.0746552544	0.0991630738	0.1797903789	0.1996753247	0.237045204	0.3373315563	0.2466752467	0.3658017865	0.5704865182	0.4984885562	0.1764463236	0.2817734978	0.3945654386	0.5686457362	0.6667012987	0.5882600463	0.4497003425	0.288153457	0.1834168285	0.1609621702	0.1482430079	0.2299180328	0.1999118846	0.2629477886	0.4498764924	0.6946022727	0.7309044423	0.8146049046	0.8511570434	0.6550456789	0.7133015368	0.7381609901	0.8154233871	0.9360376121	1	0.8836179633	0.7564270153	0.746149392	0.7133089133	0.597180913	0.4688224684	0.212112596	0.1667580911	0.2365085114	0.3587900569	0.2917718324	0.2848484848	0.1344621514	0.1897289586	0.4805194805	0.0964912281	0.0680272109	0.0564102564	0.0596590909	0.3638443936	0.2975206612	0.168591224
0.0619469027	0.2048864123	0.0932982917	0.0568235854	0.1483641897	0.262026337	0.6304112554	0.5137816979	0	0.252967253	0.1654615057	0.2426729191	0.4306895063	0.1100340311	0.214464841	0.2336657847	0.2321003005	0.2504935065	0.189774879	0	0.0979131535	0.0981494735	0.1170922963	0.1581805143	0.2290983607	0.1816279326	0.0583044437	0.5220255249	0.7081980519	0.6048790881	0.4658310627	0.630307796	0.7068150793	0.6382617912	0.5627493096	0.7503024194	0.914170129	0.9222210669	0.9843980603	1	1	0.9590964591	0.7241691452	0.3656274156	0.6265282912	0.7552111903	0.7843172763	0.8700209644	1	0.9442424242	0.3944223108	0.2353780314	0.374025974	0.3070175439	0.4444444444	0.3461538462	0.0738636364	0.3592677346	0.2892561983	0.2956120092
0.0737463127	0.0617231033	0.0397503285	0.0042796006	0.0365204159	0.2569201827	0.2678571429	0.0848952591	0.1267584777	0.0888030888	0.0639444208	0.0565650645	0.1253778609	0.0938434567	0.1695255291	0.246488907	0.2987255207	0.3576103896	0.3943824953	0.3811001712	0.4149451939	0.3942337184	0.2906644061	0.3865382645	0.4329918033	0.4732900099	0.7428301292	0.9488472622	1	0.902418238	0.8502452316	0.8050999775	0.7124855613	0.6295707472	0.5581466708	0.5722782258	0.5437349661	0.3419985442	0.1368332279	0.0815904139	0.0331210191	0.2240537241	0.3469546101	0.3719402216	0.3328120557	0.2287438289	0.1838102137	0.3578915843	0.3553760727	0.2024242424	0.1065737052	0.1184022825	0.0285714286	0.216374269	0.1315192744	0.0564102564	0.0738636364	0.0778032037	0.1900826446	0.0808314088
0.2050147493	0.2734676382	0.1231931669	0.0273418925	0.1037281258	0.1918839022	0.2597402597	0.0573318633	0.0978824226	0.1068211068	0.0177229548	0.0345838218	0.0937095149	0.0685779107	0.1439462333	0.0658457154	0.0860014506	0.1874285714	0.297917105	0.2784674658	0.1685286678	0.2129639096	0.2964925294	0.4118430489	0.4476434426	0.185593127	0.0412858494	0.265335529	0.5541801948	0.8235858102	0.8298637602	0.769040665	0.7950225769	0.9775304716	1	0.8951612903	0.5647277498	0.2759696371	0.2073582121	0.2467320261	0.3425593515	0.4597069597	0.2036725721	0.2870394228	0.2249075917	0.1965167307	0.29590728	0.3393231506	0.2862190813	0.1612121212	0.1693227092	0.0385164051	0.1220779221	0.2134502924	0.1632653061	0.1820512821	0.2897727273	0.3592677346	0.258953168	0.0115473441
0.1371681416	0.0085726532	0.0404073587	9.510223490252026E-4	0.016738524	0.0131685031	0.1374458874	0.0341786108	0.0636754035	0.1407121407	0.0782645683	0.1034583822	0.146825968	0.0151593276	0	0	0.0284944565	0.182025974	0.309488744	0.3378638699	0.3491779089	0.4646764135	0.6093038042	0.7462350169	0.8642418033	0.8665051217	0.7794936443	0.8308974887	0.9625608766	0.9594119527	0.9541144414	0.9547292743	0.9693373937	1	0.7843919403	0.5269153226	0.2588016619	0.1632525736	0.105734767	0.3254901961	0.3972206138	0.4943833944	0.4338549075	0.3862406596	0.3906738698	0.2775644542	0.1888808403	0.1356693621	0.170116103	0.1478787879	0.0717131474	0.1426533524	0.1688311688	0.1549707602	0.0544217687	0.0179487179	0.0113636364	0.0480549199	0.1542699725	0.0877598152
0.1002949853	0.1345906558	0.1918528252	0.2358535426	0.2779609434	0.4385917764	0.4453463203	0.2346196251	0.1205390197	0.1561561562	0.0791152701	0.187866354	0.3053116453	0.2598741879	0.3383488815	0.444229595	0.683970573	0.8760519481	0.9110035767	0.7369434932	0.6559865093	0.7082097945	0.8235668115	0.7644708534	0.6919057377	0.6192311929	0.4789368631	0.4777686291	0.4918831169	0.3779695323	0.1252316076	0	0.0168014281	0.2914679385	0.346323003	0.1800403226	0.0136671769	0.1158365395	0.2144212524	0.2029411765	0.3259988419	0.2836385836	0.2219061166	0.2008502963	0.2212112596	0.0578716402	0.0892792466	0.142557652	0.1105502272	0.0715151515	0.0856573705	0.0756062767	0.025974026	0.216374269	0.2766439909	0.1282051282	0.0227272727	0.0366132723	0.0606060606	0.129330254
0.1194690265	0.1260180026	0.0896846255	0.0798858773	0.1427846817	0.1139478635	0.1772186147	0.1274531422	0.0812972012	0.0715000715	0.1972210407	0.4747948417	0.6300561393	0.5068577911	0.629651921	0.7163647466	0.4977722516	0.3577142857	0.2261729434	0.2877782534	0.4587900506	0.6552499744	0.72332309	0.9193730151	1	0.7521753497	0.5370312008	0.606010704	0.8615056818	0.6369447108	0.4673569482	0.5143787913	0.2995904652	0.3035506094	0.2713511302	0.2163306452	0.048436475	0.0228761568	0.0714737508	0.0532679739	0.1354950782	0.1131868132	0.2124660546	0.2449111054	0.1573784475	0.2628908393	0.2656646143	0.1174004193	0.1797072186	0.3272727273	0.1673306773	0.1340941512	0.3038961039	0.0994152047	0.156462585	0.3076923077	0.2727272727	0.1235697941	0.085399449	0.0300230947
0.0626843658	0.115302186	0.0574901445	0.0744174988	0.0885112858	0.0266057511	0.0760281385	0.1314222712	0.2696579298	0.3653653654	0.437686091	0.4463657679	0.3235929178	0.1026090543	0.1250877721	0.4354773051	0.6679100611	0.6936103896	0.7860298759	0.9358946918	0.9849283305	0.815254064	0.5537776836	0.6305706383	0.6970286885	0.6557990968	0.3781909864	0.1571634417	0.1948051948	0.3519761372	0.360653951	0.1840035947	0.1837656201	0.3316375199	0.3846783267	0.5037298387	0.5666958233	0.3087241343	0.247944339	0.2354030501	0.1950202664	0.2356532357	0.1079787922	0.1169801598	0.1961899346	0.2671420735	0.2193045998	0.2524707996	0.2973245835	0.2993939394	0.1175298805	0.1141226819	0.2571428571	0.0760233918	0.1859410431	0.1102564103	0.3238636364	0.0389016018	0.2479338843	0.1200923788
0.1283185841	0.1294470639	0.0597897503	0.1340941512	0.003296982	0.1846277882	0.3806818182	0.3078280044	0.2538131201	0.3444873445	0.3286544733	0.5090855803	0.5357708363	0.2473961019	0.2693349383	0.4092204356	0.6879079888	0.5566753247	0.1822007153	0.2113655822	0.733663575	0.7201717616	0.2998834375	0.2648294232	0.5955942623	0.5480779822	0.4712679903	0.8575545492	0.8314732143	0.3697666986	0.1946594005	0.1506403055	0.0031502678	0.1458399576	0.2881251918	0.1299395161	0.1371091187	0.1744826869	0.0382669197	0.0092592593	0.1480023162	0.1864468864	0.2366481314	0.2429786138	0.1433039522	0.0909215579	0.0331401666	0.1209943097	0.0545179202	0.1733333333	0.0906374502	0.0427960057	0.2363636364	0.3859649123	0.4172335601	0.3487179487	0.2727272727	0.2036613272	0.1404958678	0.1593533487
0.1659292035	0.0908701243	0.1015111695	0.1214931051	0.0667004819	0.110454179	0.2337662338	0.1450937155	0.0731526729	0.0394680395	0.2332340848	0.322098476	0.3918238088	0.2405898732	0.3791754439	0.4920618767	0.2762408041	0.3407792208	0.6624237324	0.7117936644	0.4786045531	0.4316532052	0.6807248066	0.8087286139	0.7726434426	0.8835774865	0.8874881815	0.8881226842	0.8589691558	0.7936507937	0.551280654	0.2293866547	0.3131366166	0.1487016428	0.2295182571	0.5528225806	0.4734310081	0.0619735884	0.1276618174	0.0690631808	0.3429067748	0.4504273504	0.3447562395	0.1388817315	0.2015922661	0.231349424	0.1336472293	0.1898772087	0.0726905603	0.2739393939	0.0607569721	0.2196861626	0.3662337662	0.2426900585	0.2403628118	0.2307692308	0.1448863636	0.0366132723	0.1790633609	0.03926097
0.0508849558	0.0630090013	0.0906701708	0.0889205896	0.2241947756	0.1746842247	0.1030844156	0.044983462	0.0913667999	0.2345202345	0.2383382958	0.1364302462	0.2157765942	0.0557904507	0.2154679506	0.5046814574	0.7130867268	0.7689350649	0.6025667999	0.3044734589	0.3394814503	0.2456804008	0.3404683692	0.7296383567	0.8640368852	0.8042735984	0.7659418006	0.779950597	0.5588474026	0.3219345904	0.3326430518	0.3887890362	0.3037908222	0.1569687334	0.2458831953	0.3140120968	0.1133828996	0.0691483831	0.1380982501	0.1953159041	0.0942675159	0.1070818071	0.1106944265	0.1225199691	0.1401762866	0.1311025782	0.0771459616	0.1218927823	0.0535083291	0.216969697	0.0557768924	0.3252496434	0.2831168831	0.3684210526	0.2517006803	0.1435897436	0.15625	0.0640732265	0.1955922865	0.0900692841
